index,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
9228,georginab2610,Dissection room Technician 👩🏻‍⚕️Anatomist in training 🧠 @SheffAnatomy. Sucker for a good Pathology museum 💀 Snake mum 🐍 she/her,"Sheffield, England",2236,1884,13002,13,The AAPT continues it's webinar series on Monday 19th April 2021 at 7pm. Dr Osborn will further update on his experiences on the proven COVID-19 post mortem cases study in this exclusive webinar for AAPT members only https://t.co/6LkNSMmMdD https://t.co/owKKMCLOLc,[]
9229,62ArmyMom,,,61,84,4586,2036,"People fully vaccinated against #COVID19 can travel within the United States and do not need COVID-19 testing or post-travel self-quarantine as long as they continue to take precautions while traveling: #WearAMask, avoid crowds, and wash hands frequently. https://t.co/9uzBuFZyWE https://t.co/C7V8Ip0jJv",['COVID19']
9230,cenchestiny,"Designer,Dancer,painter ,luv to travel and see new places.I am here only for SSR.@cenchestinyM BackupAcc",,580,845,32146,20,"Location - 
VASUNDHARA HOSPITAL 
Nandanvan, Sector 11, 
Near Central Academy School,
Chopasani Housing Board,
JODHPUR - 342008
(Rajasthan) #jodhpur #covid19",[]
9231,EmmyOO7,Inestimable Star ✨ I'm EmmyOO7™,"Abuja, Nigeria",674,522,26213,175,"So cute
So patriotic
So courageous
So #HarassBuhariOutOfLondon

If this 5 year old can do it, you can too! Join us: Abuja House, 2 Campden Hill, Kensington W8 7AD. Tube Station: High Street Kensington. Observe #COVID19 protocols. Limit yourself to socially distanced groups of 6. https://t.co/FJHaAwxEko",['HarassBuhariOutOfLondon']
9232,gabbymot,"IBC survivor, wife, mother and proud nana,  dancing with NED loving life and trying to help others along the way",Manchester,2012,1039,6353,399,"Whether you choose a #vaccination or not, your medical information is nobody else's business.

#CovidVaccine #COVID19 #VaccinePassports #NoVaccinePassports https://t.co/TBz861dQKo","['vaccination', 'CovidVaccine', 'COVID19']"
9233,reesewhiz,ALTER. BEAR. Tamaraw ; A bucket full of bakits. Indie/Alternative/Folk/Old Music,The Love Club / Marikina 1810,793,1506,41800,448,"The #COVID19 positivity rate in the Philippines has reached 24.2 percent as of the latest DOH report. This means 1 person is confirmed positive out of every 4 people tested. 

FULL STORY: https://t.co/4LZBZs0dT5 https://t.co/iC3KWtOzwh",['COVID19']
9234,joelmonwabisi,God first the rest will follow... mamelodi sundowns.👆👆👆,"Johannesburg, South Africa",767,1106,32242,4,"I don't think anyone would want to to Tanzania and face Simba at the moment, I don't even wanna talk about their off field behaviour towards Covid19 test",[]
9235,KenyiMathew,"Ghetto Gen&Hustler, Teacher, Business/Entrepreneur, Technology. Afrikaner/Black.
#GMK #GMKInvest #GenPidi #MMG #PPP.
#OurLadyofFatima #MaryMotherofGod #V1","Juba, South Sudan",884,172,6320,175,"So cute
So patriotic
So courageous
So #HarassBuhariOutOfLondon

If this 5 year old can do it, you can too! Join us: Abuja House, 2 Campden Hill, Kensington W8 7AD. Tube Station: High Street Kensington. Observe #COVID19 protocols. Limit yourself to socially distanced groups of 6. https://t.co/FJHaAwxEko",['HarassBuhariOutOfLondon']
9236,dalestephenj,,,69,7,7649,2310,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
9237,Mahboob16162888,simple,India,123,61,2431,1251,"If the Prime Minister&amp; Home minister of this country could take a break from their aggressive election campaigning, if somebody could tell them that #COVID19 cases are at a critical stage. If they could see Maharashtra as a part of the country and not a rival ruled state..",[]
9238,censorshipUSA,// Trump2020 // #MAGA // Term Limits // 2A // Tweets are my personal views //,,1411,641,10855,1759,"YUGE News! Yesterday in the Missouri Senate we passed an amendment to ban COVID-19 Vaccination Passports. Missourians should be able to travel, work, shop, and go to school without the permission of COVID Tyrants! #MoSEN #moleg #COVID19  #VaccinePassports #Liberty #vaccines #USA https://t.co/KplJuX3BJg",[]
9239,Sasha03545351,,,414,397,67890,1,"@GazetteNGR Una just they waste money anyhow. 
Enough looting for you all.

Buhari that's holed up in a London hospital, approved N396b for some covid19 vaccine...abi?

God will judge you all.

Nigerians are starving, but there's enough money to loot.

No one gets out of here alive, they say",[]
9240,nicoledmolina,"(D-CA), Family, Work, Friends, Sports, Music, Humor, Food, Travell, Alumna @fullcoll & @csuf. Founder/Owner @caharddance + Management @chdmgmt & @nikkidee_dj.",,674,122,6761,1,"Did you see this? The vaccine 💉 scheme is getting out... 

Don’t re-open, we will lose our carrot 🥕🥕🥕

#cnn #wakeup #COVID19 #usa https://t.co/Uh8574inpm","['cnn', 'wakeup']"
9241,Andrew89Kelly,30 it is..bollux...😭,Ireland,1465,148,6958,0,Official Navajo Nation COVID-19 Relief Fund https://t.co/Uyx2AhQq0t,[]
9242,Shashvat_dixit,Proud Indian 🇮🇳  | Web Developer | Reader | Avid Writer | GIF शाखा संस्थापक | Foodie | Full Time Learner | Sarcastic | NaMo follower | | धर्मो रक्षति रक्षितः,"Ahmedabad,India",459,401,8922,12,"MoS, Home, Govt of Gujarat, Pradipsinh Jadeja hospitalized after tested positive for Covid19 with common symptoms.",[]
9243,LCWF_TBK,"Interested in lots, especially nature, dyslexia, horticulture, maps, the night sky and wild landscapes. Hate crowds and unfairness. Almost always follow back.",United Kingdom,4436,1977,57424,19,"9) It’s not as if there are 1000s of us who’ve seen #COVID19 up close, who have repeatedly asked (pleaded &amp; begged) for you to #MakeSchoolsSafe. 
We aren’t the sort to keep accurate notes of everything that’s happened since you agreed to open schools in Sept WITHOUT MITIGATIONS.",['COVID19']
9244,BlankusMaximus,"Jack Off Artist - Officially part of the Positivity Posse.
He/Him",Illinois,757,266,58629,298,"Mexico's masked Lucha wrestlers lent their support to the elderly at a #COVID19 vaccination site in Mexico City.

Watch more videos from Sky News: https://t.co/Te6c05Wa9u https://t.co/4EQMRWHoiq",['COVID19']
9245,danielatello0,"Internal medicine @sunydownstate, incoming infectious disease fellow @umiamimedicine 🦠🤓, fitness is life, proud dog mom to Zeus❤️","Brooklyn, NY",341,41,92,50,"Covid-19 Rx: Your task is to gather data, develop a differential diagnosis, order additional diagnostic tests, and treat the patient. (Optimized for desktop PCs and most tablets.) #COVID19",[]
9246,contentomous,"Autonomous Content on Startups #startup #tech 
-- Bluehost -- Best Hosting --","London, UK",16,714,34847,22,"How Startup Verta Helps Enterprises Get Machine Learning Right https://t.co/hbpWIQ1BYN  

#MachineLearning #DataScience #Python #AI #100DaysOfCode #DEVCommunity #IoT #flutter #javascript #Serverless #CyberSecurity #DeepLearning #StartUp #COVID19 #RPA #NLP #DataOps #BigData","['MachineLearning', 'DataScience']"
9247,vinxi67,another European who’s left London. Edinburgh now and it feels like home.,,2453,1229,6356,0,"@kaycemick @KatyJayne101 You are mistaken  Canada does not request a vaccine.
https://t.co/482gegSHo3",[]
9248,janemarie7650,"born Northern Ireland, brought up in Wales, lives in England. 45 years working for the NHS. Retired. Tomorrow will be a better day.","Southampton, England",909,1195,159674,2,"#SheCan build a healthier world. Magdalena and her team have continued saving sight through #Covid19, working within restrictions to keep improving people’s lives 👏 #WorldHealthDay https://t.co/7vqGPj3JO5","['SheCan', 'Covid19']"
9249,FShnerb,"I want to see a future where the future still exists.  #YangGang, #YangForNY RTs ≠ Endorsements, opinions my own.",Antarctica,4044,3710,96492,946,"Imagine—a scientist who tirelessly goes on TV at 5am &amp; 11pm almost everyday to explain #COVID19 &amp; do it unpaid &amp; suffer the wrath of anti-vax &amp; anti-mask trolls &amp; the hateful scorn of @FoxNews anchors—and do it for over a year...

That is Dr @PeterHotez ➡️ a national treasure. 👏 https://t.co/dwkQT90sdB",['COVID19']
9250,commmanman,,,32,51,13855,2310,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
9251,nelsonstreetlad,"Proud air force vet. Unabashed center-left liberal, 100% backer of medicare for all, everywhere.  Saddened and angry that conservatives now buy into fascism.",,640,220,3700,20,"Using government resources during the third wave of a global pandemic to violently evict tennants. This is both unethical and irresponsible. I have no words for this, or at least words that I am comfortable using on social media. #onpoli #COVID19 https://t.co/pTgOzLlIAA",[]
9252,AliFaroooq303,,,11,0,15,344,#novoteforPTI  we studied all year like this .How would you consider that we are capable to do a neat and clean paper .😑#cancelboardexams2021 #cancelboardexams2021 #cancelboardexams2021 #novoteforPTI #COVID19 #novoteforPTI #novoteforPTI https://t.co/dhwA7zvYhp,['novoteforPTI']
9253,AnnaMariaCLC,"C4E Coach, Reiki Master Teacher, Naturopath, Body Healing Coach, Angel Coach, Truth Advocate",,113,115,2290,4,These Women Caught #COVID19 After Getting #Vaccine https://t.co/vsnFV7ALox via @YouTube,"['COVID19', 'Vaccine']"
9254,drasmalhi,"Ex President, Resident Doctors' Assoc, AIIMS. 
Assistant Professor, Department of Cardiovascular Radiology & Endovascular Interventions, AIIMS, New Delhi, INDIA","AIIMS, New Delhi, INDIA",7100,6450,10861,0,"#IndiaFightsCorona:

📍Only protection against #COVID19 till the vaccine is rolled out for citizens:

✅Wearing mask 😷 properly

✅Maintaining 2 Gaz Doori 🧍‍♂️....🧍‍♂️

✅Washing/Sanitising🧴hands frequently

Remember: No carelessness until there is cure

#StaySafe","['IndiaFightsCorona', 'COVID19', 'StaySafe']"
9255,r0se1ynn,"MS science teacher, mamá de 🧒🏽🧒🏽👦🏽, 🇵🇷, #cienciaenespañol Views are my own. she/her/ella","Jamaica Plain, Boston",1094,340,2087,6,"Be like the rooster, Boston. 

When you’re out in public this weekend, please remember to wear a mask. Make sure it covers your nose and mouth, and sits snugly against your face. You don’t want any gaps.

➡️ https://t.co/i3DQcMOdRz https://t.co/2vJE2MQLsS",[]
9256,Dave34341717,,"Stockton, CA",374,82,13070,1759,"YUGE News! Yesterday in the Missouri Senate we passed an amendment to ban COVID-19 Vaccination Passports. Missourians should be able to travel, work, shop, and go to school without the permission of COVID Tyrants! #MoSEN #moleg #COVID19  #VaccinePassports #Liberty #vaccines #USA https://t.co/KplJuX3BJg",[]
9257,geraldmuvengei2,"I'm a minimalist, bots creator, web scrapper, python coder, web developer, frontend developer.",,707,619,20443,22,"How Startup Verta Helps Enterprises Get Machine Learning Right https://t.co/hbpWIQ1BYN  

#MachineLearning #DataScience #Python #AI #100DaysOfCode #DEVCommunity #IoT #flutter #javascript #Serverless #CyberSecurity #DeepLearning #StartUp #COVID19 #RPA #NLP #DataOps #BigData","['MachineLearning', 'DataScience']"
9258,fastedepicure,,,1332,270,11395,1059,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
9259,TrxthAnonymous,Know Yourself.,,33,41,919,7,"So, lets get it straight. All the McDonald's out there are open but the gyms are closed because #science and #health. 
Highlighting this makes you a #covid19 denier and a tin foil nut.
This world is broken beyond repair.","['science', 'health']"
9260,tpasychny,"Mount Royal University Information Technology Services  ,My great uncle William Stewart Mckay, killed at the battle of Vimy Ridge.",Calgary Alberta Canada,1442,345,9302,65,"Unbelievable. This lab continues to pump out every vaccine under the sun EXCEPT for a #COVID19 vaccine.

They are making an investment for future preparedness now? Why not invest 16 months ago?

The incompetence of the Trudeau government is mind boggling.

#Cdnpoli @sanofipasteur https://t.co/kUEb1fWTOO",['COVID19']
9261,JoannaTeglund,"Until you make the unconscious conscious, it will direct your life and you will call it fate. ― C.G. Jung","Stockholm,  Warszawa",395,5568,64681,0,"When you buy a face mask for your child use your brain. If you buy a funny mask your child will have fun for a while, than less fun with #LongCovidKids perhaps for the rest of life
Choose safety. The only #COVID19 safe (95%?) here👇
https://t.co/vn4pd6CQ2M
https://t.co/lr9eGGEE4G","['LongCovidKids', 'COVID19']"
9262,SlimmerMonKay,,,417,24,1708,2,"Helix has been hard at work supporting the nation’s efforts to identify #COVID19 variants of concern. You can catch up on our work in some great articles from @CNN and @sdut published this week, including
https://t.co/ddwEGFw17M 
and https://t.co/KmJ2vIT6n8",['COVID19']
9263,KaitGolding,I Miss My GrandPa🙏🏻🤕,,41,18,61,2,"Due to COVID19 I’ll be blessing the first 450 people to like &amp; retweet this $500 - $3500 through CashApp, Venmo , Apple Pay and Zelle💖

Dm “how “ for payment..💰💰💰💰",[]
9264,Bharath51768389,Powerstar Puneethrajkumar...Abhimaniiiiii....,"banglore, India",49,47,2370,122,"Kannada actor @PuneethRajkumar meets @CMofKarnataka BS Yediyurappa today expressing his concern over the rule of 50% occupancy in cinemas due to rise in the number of #COVID19 cases, and requested Govt to withdraw the rule. @IndianExpress @ieEntertainment https://t.co/HhpigrH3bv",[]
9265,TheAngryVixen,"My bark is worse than my bite!
This account is simply for releasing my anger anxiety. This is what 20 years in #Retail can do to a person.",None of Your Beeswax ,32,27,866,0,It's funny watching elderly #karens fuss about not being able to use a certain set of doors in the building because it's an entrance designated by #Walmart corporate for associates to come through to get their #COVID19 health evaluation. We all know the elderly will never change.,"['karens', 'Walmart', 'COVID19']"
9266,TOICitiesNews,Unmatched coverage from over 60 cities across India brought to you by https://t.co/VSKi1mkZBr,,101,23217,886480,3,#Odisha: Shree Jagannath Temple in #Puri to remain closed for public darshan on all Sundays for sanitisation from April 4 in view of increasing cases of #COVID19,"['Odisha', 'Puri']"
9267,jevans2808,,,620,272,5840,3,"Guidance produced by the UK Expert Haematology Panel (EHP) on the investigation &amp; management of  suspected bleeding/clotting after ANY #COVID19 vaccine

👉 “despite thrombocytopenia, there is progressive thrombosis, esp cerebral venous sinus thrombosis”

👉https://t.co/NTRygrNqNq",[]
9268,HaoyuYu4,余美人,,33,5,40,5741,Why we need Two Doses of mRNA Vaccine 💉 #vaccines #COVID19 #Pfizer #moderna #VaccinesSaveLives #vaccinated https://t.co/RFRmPAyubD,"['vaccines', 'COVID19', 'Pfizer', 'moderna', 'VaccinesSaveLives', 'vaccinated']"
9269,cenchestiny,"Designer,Dancer,painter ,luv to travel and see new places.I am here only for SSR.@cenchestinyM BackupAcc",,580,845,32146,64,"#URGENT_HELP_NEEDED - #COVID19 #Jodhpur 
A friend of mine Anupam Pathak is seeking an urgent Medical Help for his ailing father! Can I request my network and friends to please pass this around within your network so timely help could be provided ! Thank you!

Details Below👇","['URGENT_HELP_NEEDED', 'COVID19', 'Jodhpur']"
9270,Crawkings,She/Her/Pro-Abortion/Atheist/Alyssa Milano is trash white feminism / #MMIWG / #AbolishTheRCMP #abolishallpolice,,2257,90,7814,275,"Government: “We’re committed to keeping people safe during #COVID19.”

Government:

          👨🏻
     👨🏻👨🏻👩🏼
  👨🏻👨🏻👩🏼👨🏻

People most affected by the virus:

👩🏿 👨🏾👨🏻‍🦳👩🏾‍🦽👵🏾
👳🏾‍♀️ 👵🏻🧕🏾🧔🏿👳🏾‍♂️",['COVID19']
9271,wb_fanpage10,"Proud to be a Pakistani.💚🇵🇰
Islamabad united supporter ❤
Waseem bhai's die heart fan 😍😊",Heaven of Pakistan ,206,150,6534,9,"A review from an elder citizen! 

#IslamabadVaccinations #COVID19 https://t.co/BbM1OoGVNU","['IslamabadVaccinations', 'COVID19']"
9272,balabac_sbu,PNP-MARITIME GROUP,,192,125,2644,2,"Cooperation of the community is all needed to address the increasing positive cases  of COVID19.
PLT MELVIN CANTE of BCPO Loakan Police Station 4 conduct community dialogue on the mandatory use of face mask and face shield.  
 #BaguioPulisPulisKoIto 
@rwinp88 @rcaddprocor @arfc97 https://t.co/U58n7210fw",[]
9273,anilrajbhar2,"I love nature and plant science,  spreading knowledge about nature conservation. Nature photography is one the passion. 
National interest above all.",mumbai,855,1089,82548,2310,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
9274,Jossy559,Quantity Surveyor/ Project Manager/Social Media Strategist.,"Lagos, Nigeria",319,125,2187,175,"So cute
So patriotic
So courageous
So #HarassBuhariOutOfLondon

If this 5 year old can do it, you can too! Join us: Abuja House, 2 Campden Hill, Kensington W8 7AD. Tube Station: High Street Kensington. Observe #COVID19 protocols. Limit yourself to socially distanced groups of 6. https://t.co/FJHaAwxEko",['HarassBuhariOutOfLondon']
9275,panther_crypto,33x,,1165,292,5341,0,@jeffreyatucker Same for deadly covid19 virus,[]
9276,NiasWorldTweet,"Nias World is a social non profit organization in South Nias to end poverty.
SDGoals is the best way we are going to do.",Desa Hilinawalo Fau,553,49,707,343,"In a global pandemic, we cannot separate economics and health.

If we heed the lessons of #COVID19, we will put people at centre of our decisions - investing in strong global health systems &amp; a robust financial architecture.",['COVID19']
9277,APTA_Transit,Follow us and help the APTA build this grassroots movement in support of public transit. See http://t.co/ghYyWNgWos for more information,"Washington, DC",1711,24068,6939,1,".@cta partnered with the City of Chicago, @ChiPublicHealth &amp; a pharmaceutical company to provide #COVID19 #vaccinations to all 11,000 agency employees, with the added convenience of having the #vaccine administered at CTA facilities. https://t.co/NBFZXpSk0W https://t.co/hL1HIteiWX","['COVID19', 'vaccinations']"
9278,tdpel,"News, Entertainment, Interviews, Sport, Trends, Downloads, Games, Discussions, Movies, Music, Music Videos",,127,265,28858,2,"COVID-19: #Edo Vaccinates Over 26,000 Persons In First Phase https://t.co/RpCGHoAoPX #blockchain #boove #business #covid19 #feedly #fridayfeeling #globalhealth #government #influencer #mondaymorning #mondaymotivation #nature #news #niger #space #tuesdaythoughts #wcw","['Edo', 'blockchain', 'boove', 'business', 'covid19', 'feedly', 'fridayfeeling', 'globalhealth', 'government', 'influencer', 'mondaymorning', 'mondaymotivation', 'nature', 'news', 'niger', 'space', 'tuesdaythoughts', 'wcw']"
9279,LCWF_TBK,"Interested in lots, especially nature, dyslexia, horticulture, maps, the night sky and wild landscapes. Hate crowds and unfairness. Almost always follow back.",United Kingdom,4436,1977,57424,28,"4) It’s such a shame no one highlighted the risk within schools in advance of the summer term 21?
You must be so frustrated that no one looked at or told you of ways to ⬇️ the risks of getting #COVID19 for millions of children, families &amp; the staff that care for &amp; teach them? https://t.co/FApxwWXfv3",[]
9280,Ldyforce6,CFO for a telecommunications company for 21 years; semi-retired. Beginning to really enjoy life. 2020 Election helped! 🇺🇸🙏🇺🇸🙏 Proud Democrat 💙💙💙💙,"Sequim, WA",2323,2306,101006,3060,"I'm calling on @Twitter, @eBay, and @Shopify to take immediate action to prevent the sale of fake #COVID19 vaccination cards.

Fake vaccination cards violate state law, public trust, and put our communities’ health at risk.",['COVID19']
9281,GuimaTenhoDito,"Engenheiro e Advogado - Aposentado.
Brasil é grande e pode ser maior.
I am more I am(ecceidade).

POLÍTICA - ECONOMIA - FINANÇAS - ENERGIA.
MANCHETES.",Campinas/SP,820,1038,55307,3970,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
9282,MusafirNamah,"Latest tourism news, views, policy, information, travel tips, inspiration and ideas about India and all that is Indian globally.","New York, US & Delhi, India",482,2842,35072,0,"#coronavirusindia  Mumbai reports over 9,000 coronavirus cases in 24 hours for the first time since beginning of pandemic https://t.co/6ZAax9HelG via @ndtv #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate #Mumbai","['coronavirusindia', 'CoronaVirus', 'Covid19', 'pandemic', 'InfectiousDisease', 'CoronaVirusUpdate', 'Mumbai']"
9283,LeithDocksHQ,,"Edinburgh, Scotland",758,912,2919,1,What a despicable theft of #COVID19 funding. Businesses are struggling; some industries completely ignored (#taxi). We’ve had 14 yrs of #SNP indulgence &amp; nothing to show for it. Stealing #COVID funding sounds like the story of the Master Thief. It doesnt  end well. #GrimmBrothers https://t.co/ovJgfslX3B,"['COVID19', 'taxi', 'SNP', 'COVID', 'GrimmBrothers']"
9284,jenndenator,"I haven't started yelling at kids on my lawn yet, but getting closer everyday. Believer in science. 👩‍🔬",Vancity ,299,195,11961,45,"""some"" people on social media seem to be unaware of the difference in travel rules right now. Travel for ""work"" (like, say, a Helijet ride for business) is considered essential. Travel for ""pleasure"" is not. There is a huge difference. #COVID19",[]
9285,TOIBhubaneswar,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mCAsZ,,8,11965,6446,3,#Odisha: Shree Jagannath Temple in #Puri to remain closed for public darshan on all Sundays for sanitisation from April 4 in view of increasing cases of #COVID19,"['Odisha', 'Puri', 'COVID19']"
9286,twitrahul_rc,"Proud Hindu. Nation First. Jai Hind.
जो भी हमसे टकराएगा मिट्टी में मिल जाएगा।
Congress Mukt Bharat.",Pune,1084,578,19929,2310,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
9287,crickethours1,The Hot Cricket Destination For Global Cricket Fans,,18,1,25,0,"#DelhiCapitals all-rounder #AxarPatel has tested positive for #COVID19

@DelhiCapitals | @akshar2026 #IPL #IPL2021 https://t.co/Z0uXEl0Nwt","['DelhiCapitals', 'AxarPatel', 'COVID19', 'IPL', 'IPL2021']"
9288,seadog926,Young Baby Boomer,"Phoenix, Oregon",545,85,9289,946,"Imagine—a scientist who tirelessly goes on TV at 5am &amp; 11pm almost everyday to explain #COVID19 &amp; do it unpaid &amp; suffer the wrath of anti-vax &amp; anti-mask trolls &amp; the hateful scorn of @FoxNews anchors—and do it for over a year...

That is Dr @PeterHotez ➡️ a national treasure. 👏 https://t.co/dwkQT90sdB",['COVID19']
9289,AndrewJMullen,"History, WW1 researcher, Science, Atheist, Anti-EU, New economics/politics, Celtic FC, anti-corruption, MBA, MSc, BSc, BA",,3105,2130,265275,0,"#Covid19 UK 5-day rolling mean for increases in cases &amp; deaths:
29/3: +4958, +47
30/3: +4486, +45
31/3: +4095, +40
1/4: +4047, +38
2/4: +3955, +45☹️",['Covid19']
9290,IndiaTodayFLASH,No dragging feet on news. Crisp & short news shots served here,,117,1137716,451967,6,"Coronavirus LIVE Updates: Gujarat Home Minister Pradipsinh Jadeja tests positive for Covid-19.
Read More: https://t.co/sTYr0PtDpM
#COVID19 #PradipsinhJadeja #Gujarat #coronavirus https://t.co/HWEfloihww",[]
9291,brian4NY,"Newsguy since CO2 of 323ppm/@NBCNewYork Jersey Guy-Love jughandles, politicos, Shore, SourDo bread-not in that order RT's not endorsement-Like thought provoking","ÜT: 40.854982,-73.968413",4413,12524,41006,6,"WALK IN SHOTS STILL BEING PUSHED BY @FEMA As I first reported last night, this is for all zip codes in NJ, but you must fit eligible categories (55+, certain essential workers, pre-existing, smoker) @NBCNewYork #pandemic #COVID19 https://t.co/MECdzj7KmR","['pandemic', 'COVID19']"
9292,Tawadude1,"Ottawa dude, outdoors, canoeing, snowshoeing, cycling","Ottawa, Ontario",50,35,5392,1059,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
9293,ghaelfobes,"@11thHour, @MSNBC, @TonerProgram, @NewhouseSU, frmly @NBCNews, @MeetThePress, & @WNYC. Retweets imply a deep spiritual connection.","yes, i am gay",2233,391,11158,2927,"⚠️BRAZIL COVID EMERGENCY—Entire 🇧🇷 is now “Manaus”. 1700+ deaths in 24 hours, ICUs critical. 

📌#P1 🇧🇷 variant is ~2x-2.5x more transmissible, says @obscovid19br

📌17 state capitals ICUs &gt;80% full

📌”Exponential #COVID19 growth unlike any other that we have seen” @bollemdb 🧵 https://t.co/IGcbcTjaWI",['P1']
9294,kingmorison5,,,189,15,2663,2310,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
9295,Newman_NH,"Enjoying the one life I get to live.





''When goods do not cross borders, soldiers will.'' - Bastiat","New Hampshire, USA",590,45,7115,23,why are cases in tx still dropping after end of mask mandate? people are still wearing masks voluntarily https://t.co/PEYoHcOfoB and mobility data suggests people aren’t traveling vastly more than they did a month ago https://t.co/8Fyga1rf8f https://t.co/X18g98IdF1 https://t.co/iIo316CMTi,[]
9296,tmoneit,"teacher, mother, believer in #Covidzero (she, her)",Montreal,435,214,5063,1059,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
9297,cpattnaik69,,Bhubaneswar,4,0,31,0,"@Covid19Helplin2 Hi, today have called to Covid19 helpline regarding one query, but was getting very worst reply from customer care, they disconnected the call before conversation and even they don't have proper information about vaccination.",[]
9298,Esmerel44191850,No followers requested. The volume of tweets will irritate you. Thank you. I am building up tweets for historical purposes.,South Africa,133,72,8029,0,Beach partygoers in Spain's Barcelona defy #COVID19  restrictions https://t.co/6kirvErSJ9,['COVID19']
9299,tracyowen75,"Registered nurse with 3 kids, 2 step kids and a fantastic fiancée, living in the country and working towards a law degree",,29,10,23,1059,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
9300,VelempiniN,"LLM Candidate.  Tutors 1st to 3rd year law students and 4th years specialising in Intellectual Property Law (Copyright, Trademarks and Patents). 0838798114","Durban, South Africa.",7960,7284,35525,0,"Hi @itamaraty_EN @CancilleriaARG @CancilleriaPeru @Minrel_Chile @SRE_mx @CancilleriaCol : The #COVID19 crisis demands global and regional unity. At WHO meetings, please raise your voice as Latin America and the Caribbean to support ACT-A and COVAX! #EndCOVIDforAll","['COVID19', 'EndCOVIDforAll']"
9301,moveinjax,"God awful commentator. Human aggregator.
Infrastructure Week enthusiast. Banner credit: https://t.co/963NucTY7F",,2189,139,11868,7,"The #Agape - #JTA #WellnessonWheels Mobile #COVID19 Vaccine Tour will be at THREE Locations today: 

1. Sanctuary @ Mt. Calvary @9am
2. The Citadel Church @1pm
3. EWC (JWJ Gym) 9-5pm

🔴Open to the Public
🔴No Registration 
💉Administering the Moderna Vaccine
#RT https://t.co/eAbJmrsGvw","['Agape', 'JTA', 'WellnessonWheels', 'COVID19']"
9302,KCRamamurthy_MP,"Member of Parliament, Rajyasabha (Karnataka) || Chairman, CMR Group of Institutions || IPS(Retd) || Former Addtnl Commissioner of Police, Bangalore City ||",Bangalore,253,330,1948,0,"With a total of 36.7 lakh doses of #COVID19 vaccines administered on 1st April 2021, India is going strong in its fight against the pandemic.

 #IndiaFightsCorona https://t.co/UQUhbCF13Y","['COVID19', 'IndiaFightsCorona']"
9303,Hast37902614,budi,,14,3,224,6,In Pictures: #COVID19 Testing At #Jammu Railway Station https://t.co/992IvA1fGa,"['COVID19', 'Jammu']"
9304,KidzWellness,"KIDZ WELLNESS takes rapid covid tests to schools. Results in 15 min. We also take health entertainment, gifts, interactive website with therapists, nutritionist",,12,0,3,0,"https://t.co/uEQVJqVFI8
#kick covid #schoolsreopening #COVID19 #kidsCovid","['kick', 'schoolsreopening', 'COVID19', 'kidsCovid']"
